parent id	parent name	child id	child name
FMA55802	upper second secondary premolar tooth	FMA55688	right upper second secondary premolar tooth
FMA55716	upper secondary premolar tooth	FMA55801	upper first secondary premolar tooth
FMA55801	upper first secondary premolar tooth	FMA55689	right upper first secondary premolar tooth
FMA55801	upper first secondary premolar tooth	FMA55690	left upper first secondary premolar tooth
FMA55637	premolar tooth	FMA55717	lower secondary premolar tooth
FMA55717	lower secondary premolar tooth	FMA55803	lower first secondary premolar tooth
FMA55803	lower first secondary premolar tooth	FMA55693	left lower first secondary premolar tooth
FMA55803	lower first secondary premolar tooth	FMA55694	right lower first secondary premolar tooth
FMA55717	lower secondary premolar tooth	FMA55804	lower second secondary premolar tooth
FMA55804	lower second secondary premolar tooth	FMA55692	left lower second secondary premolar tooth
FMA55804	lower second secondary premolar tooth	FMA55695	right lower second secondary premolar tooth
FMA12516	teeth	FMA55636	canine tooth
FMA55636	canine tooth	FMA84203	secondary canine tooth
FMA84203	secondary canine tooth	FMA55715	lower secondary canine tooth
FMA55715	lower secondary canine tooth	FMA55687	left lower secondary canine tooth
FMA55715	lower secondary canine tooth	FMA55686	right lower secondary canine tooth
FMA84203	secondary canine tooth	FMA55714	upper secondary canine tooth
FMA55714	upper secondary canine tooth	FMA55798	right upper secondary canine tooth
FMA55714	upper secondary canine tooth	FMA55799	left upper secondary canine tooth
FMA49184	mouth	FMA54640	tongue
FMA49184	mouth	FMA9597	salivary gland
FMA9597	salivary gland	FMA59788	major salivary gland
FMA59788	major salivary gland	FMA59791	sublingual gland
FMA59791	sublingual gland	FMA59804	right sublingual gland
FMA59791	sublingual gland	FMA59805	left sublingual gland
FMA59788	major salivary gland	FMA55093	submandibular gland
FMA55093	submandibular gland	FMA59802	right submandibular gland
FMA55093	submandibular gland	FMA59803	left submandibular gland
FMA49184	mouth	FMA59816	lip
FMA49184	mouth	newnode5512429	gingiva
newnode5512429	gingiva	FMA59764	gingiva of lower jaw
newnode5512429	gingiva	FMA59763	gingiva of upper jaw
FMA71132	gastrointestinal tract	newnode8542041	lower gastrointestinal tract
newnode8542041	lower gastrointestinal tract	FMA7201	large intestine
FMA7201	large intestine	FMA14541	cecum
FMA14541	cecum	FMA14542	appendix
FMA7201	large intestine	FMA14545	ascending colon
FMA7201	large intestine	FMA14547	descending colon
FMA7201	large intestine	FMA14544	rectum
FMA7201	large intestine	FMA14971	muscle layer of large intestine (taenia coli)
FMA14971	muscle layer of large intestine (taenia coli)	FMA15043	taenia omentalis
FMA14971	muscle layer of large intestine (taenia coli)	FMA15044	taenia libera
FMA14971	muscle layer of large intestine (taenia coli)	FMA15042	taenia mesocolica
FMA7201	large intestine	FMA14546	transverse colon
FMA7152	digestive system	newnode_accessory_organs	liver and biliary apparatus
newnode_accessory_organs	liver and biliary apparatus	FMA14539	cystic duct
newnode_accessory_organs	liver and biliary apparatus	FMA7197	liver
FMA7197	liver	FMA13365	caudate lobe of liver
FMA13365	caudate lobe of liver	FMA76903	left duct of caudate lobe of liver
FMA7197	liver	FMA71891	hepatic biliary tree
FMA71891	hepatic biliary tree	FMA71858	left hepatic biliary tree
FMA71858	left hepatic biliary tree	FMA71863	lateral tributary of left hepatic biliary tree
FMA71863	lateral tributary of left hepatic biliary tree	FMA71887	lateral superior tributary of left hepatic biliary tree
FMA71863	lateral tributary of left hepatic biliary tree	FMA71888	lateral inferior tributary of left hepatic biliary tree
FMA71858	left hepatic biliary tree	FMA71864	medial tributary of left hepatic biliary tree
FMA71864	medial tributary of left hepatic biliary tree	FMA71886	medial inferior tributary of left hepatic biliary tree
FMA71864	medial tributary of left hepatic biliary tree	FMA71885	medial superior tributary of left hepatic biliary tree
FMA71858	left hepatic biliary tree	FMA14670	left hepatic duct
FMA71858	left hepatic biliary tree	FMA71889	caudate lobe tributary of left hepatic biliary tree
FMA71891	hepatic biliary tree	FMA71857	right hepatic biliary tree
FMA71857	right hepatic biliary tree	FMA14669	right hepatic duct
FMA71857	right hepatic biliary tree	FMA71862	posterior tributary of right hepatic biliary tree
FMA71862	posterior tributary of right hepatic biliary tree	FMA71870	posterior inferior tributary of right hepatic biliary tree
FMA71862	posterior tributary of right hepatic biliary tree	FMA71869	posterior superior tributary of right hepatic biliary tree
FMA71857	right hepatic biliary tree	FMA71861	anterior tributary of right hepatic biliary tree
FMA71861	anterior tributary of right hepatic biliary tree	FMA71867	anterior superior tributary of right hepatic biliary tree
FMA71861	anterior tributary of right hepatic biliary tree	FMA71868	anterior inferior tributary of right hepatic biliary tree
FMA7197	liver	FMA15809	right hemiliver
FMA15809	right hemiliver	FMA15749	posterior sector of right liver
FMA15749	posterior sector of right liver	FMA15745	hepatovenous segment vii
FMA15749	posterior sector of right liver	FMA15744	hepatovenous segment vi
FMA15809	right hemiliver	FMA15748	anterior sector of right liver
FMA15748	anterior sector of right liver	FMA15743	hepatovenous segment v
FMA15748	anterior sector of right liver	FMA15746	hepatovenous segment viii
FMA7197	liver	FMA15810	left hemiliver
FMA15810	left hemiliver	FMA15750	anterior sector of left liver
FMA15750	anterior sector of left liver	FMA15742	hepatovenous segment iv
FMA15750	anterior sector of left liver	FMA15741	hepatovenous segment iii
FMA15810	left hemiliver	FMA15751	posterior sector of left liver
FMA15751	posterior sector of left liver	FMA15739	hepatovenous segment ii
newnode_accessory_organs	liver and biliary apparatus	FMA14668	common hepatic duct
newnode_accessory_organs	liver and biliary apparatus	FMA7202	gallbladder
FMA7152	digestive system	FMA9584	peritoneum
FMA9584	peritoneum	FMA14703	visceral peritoneum
FMA14703	visceral peritoneum	FMA16549	mesoappendix
FMA14703	visceral peritoneum	FMA14647	transverse mesocolon
FMA14703	visceral peritoneum	FMA14643	mesentery of small intestine
FMA20394	human body	FMA7482	musculoskeletal system
FMA7482	musculoskeletal system	newnode9167310	torso
newnode9167310	torso	newnode1040074	pelvis and perineum
newnode1040074	pelvis and perineum	newnode9319446	pelvic muscles
newnode9319446	pelvic muscles	newnode2079781	levator ani
newnode2079781	levator ani	FMA46442	tendinous arch of levator ani (available in BP3D 3.0)
newnode2079781	levator ani	newnode3132823	iliococcygeus
newnode3132823	iliococcygeus	newnode1304691	left iliococcygeus
newnode3132823	iliococcygeus	newnode9610515	right iliococcygeus
newnode2079781	levator ani	newnode3834032	puborectalis
newnode3834032	puborectalis	newnode7320425	left puborectalis
newnode3834032	puborectalis	newnode3083258	right puborectalis
newnode2079781	levator ani	newnode9602064	pubococcygeus
newnode9602064	pubococcygeus	newnode5083002	right pubococcygeus
newnode9602064	pubococcygeus	newnode5337248	left pubococcygeus
newnode9319446	pelvic muscles	newnode446957	coccygeus
newnode446957	coccygeus	newnode2024285	right coccygeus
newnode446957	coccygeus	newnode4588722	left coccygeus
newnode1040074	pelvis and perineum	newnode5352001	perineal muscles
newnode5352001	perineal muscles	newnode6539002	superficial perineal muscle
newnode6539002	superficial perineal muscle	newnode4630704	external anal sphincter
newnode9167310	torso	newnode2139678	back muscles
newnode2139678	back muscles	newnode8581633	superficial back muscles
newnode8581633	superficial back muscles	newnode2747359	right trapezius
newnode2747359	right trapezius	FMA33581	ascending part of right trapezius
newnode2747359	right trapezius	FMA33586	descending part of right trapezius
newnode2747359	right trapezius	newnode4979710	transverse part of right trapezius
newnode8581633	superficial back muscles	newnode3705515	serratus posterior inferior
newnode3705515	serratus posterior inferior	newnode161865	right serratus posterior inferior
newnode3705515	serratus posterior inferior	newnode4104542	left serratus posterior inferior
newnode8581633	superficial back muscles	newnode7415708	left trapezius
newnode7415708	left trapezius	newnode8240952	transverse part of left trapezius
newnode7415708	left trapezius	FMA33583	ascending part of left trapezius
newnode7415708	left trapezius	FMA33587	descending part of left trapezius
newnode8581633	superficial back muscles	newnode1581766	serratus posterior superior
newnode1581766	serratus posterior superior	newnode5963211	left serratus posterior superior
newnode1581766	serratus posterior superior	newnode3122742	right serratus posterior superior
newnode8581633	superficial back muscles	FMA13357	latissimus dorsi
FMA13357	latissimus dorsi	FMA13359	left latissimus dorsi (available in BP3D 3.0)
FMA13357	latissimus dorsi	FMA13358	right latissimus dorsi (available in BP3D 3.0)
newnode2139678	back muscles	newnode7948721	intermediate back muscles
newnode7948721	intermediate back muscles	newnode454402	erector spinae
newnode454402	erector spinae	newnode7720341	longissimus
newnode7720341	longissimus	newnode5942555	longissimus thoracis
newnode5942555	longissimus thoracis	newnode2747329	left longissimus thoracis
newnode5942555	longissimus thoracis	newnode1397146	right longissimus thoracis
newnode7720341	longissimus	newnode7745969	longissimus capitis
newnode7745969	longissimus capitis	newnode7427868	right longissimus capitis
newnode7745969	longissimus capitis	newnode3428195	left longissimus capitis
newnode7720341	longissimus	newnode5946477	longissimus cervicis
newnode5946477	longissimus cervicis	newnode8114351	right longissimus cervicis
newnode5946477	longissimus cervicis	newnode2830958	left longissimus cervicis
newnode454402	erector spinae	newnode2495024	iliocostalis
newnode2495024	iliocostalis	newnode633963	iliocostalis thoracis
newnode633963	iliocostalis thoracis	newnode6895870	left iliocostalis thoracis
newnode633963	iliocostalis thoracis	newnode3225771	right iliocostalis thoracis
newnode2495024	iliocostalis	newnode7083600	iliocostalis lumborum
newnode7083600	iliocostalis lumborum	newnode9262158	right iliocostalis lumborum
newnode7083600	iliocostalis lumborum	newnode2402984	left iliocostalis lumborum
newnode2495024	iliocostalis	newnode6900365	iliocostalis cervicis
newnode6900365	iliocostalis cervicis	newnode690229	right iliocostalis cervicis
newnode6900365	iliocostalis cervicis	newnode3381436	left iliocostalis cervicis
newnode454402	erector spinae	newnode6035049	spinalis
newnode6035049	spinalis	newnode7404876	spinalis thoracis
newnode7404876	spinalis thoracis	newnode3351241	right spinalis thoracis
newnode7404876	spinalis thoracis	newnode9065994	left spinalis thoracis
newnode7948721	intermediate back muscles	newnode5742489	semispinalis
newnode5742489	semispinalis	newnode6528618	semispinalis thoracis
newnode6528618	semispinalis thoracis	newnode5918439	left semispinalis thoracis
newnode6528618	semispinalis thoracis	newnode6812517	right semispinalis thoracis
newnode5742489	semispinalis	newnode8303034	semispinalis capitis
newnode8303034	semispinalis capitis	newnode3795704	right semispinalis capitis
newnode8303034	semispinalis capitis	newnode7786093	left semispinalis capitis
newnode5742489	semispinalis	newnode2064015	semispinalis cervicis
newnode2064015	semispinalis cervicis	newnode7032616	left semispinalis cervicis
newnode2064015	semispinalis cervicis	newnode2659822	right semispinalis cervicis
newnode2139678	back muscles	newnode8430225	deep back muscles
newnode8430225	deep back muscles	newnode8335193	transversospinal muscles
newnode8335193	transversospinal muscles	newnode8915035	rotator muscle
newnode8915035	rotator muscle	newnode3739061	cervical rotator
newnode3739061	cervical rotator	newnode6632512	right cervical rotator
newnode3739061	cervical rotator	newnode8942449	left cervical rotator
newnode8915035	rotator muscle	newnode521651	lumbar rotator
newnode521651	lumbar rotator	newnode8288062	left lumbar rotator
newnode521651	lumbar rotator	newnode787358	right lumbar rotator
newnode8915035	rotator muscle	newnode5741977	thoracic rotator
newnode8335193	transversospinal muscles	newnode5078424	multifidus
newnode5078424	multifidus	FMA22878	right multifidus (available in BP3D 3.0)
newnode5078424	multifidus	FMA22879	left multifidus (available in BP3D 3.0)
newnode8430225	deep back muscles	newnode7637053	suboccipital muscles
newnode7637053	suboccipital muscles	newnode1272125	rectus capitis posterior minor
newnode1272125	rectus capitis posterior minor	newnode3181270	right rectus capitis posterior minor
newnode1272125	rectus capitis posterior minor	newnode5962855	left rectus capitis posterior minor
newnode7637053	suboccipital muscles	newnode1023868	rectus capitis posterior major
newnode1023868	rectus capitis posterior major	newnode2059158	left rectus capitis posterior major
newnode1023868	rectus capitis posterior major	newnode5502171	right rectus capitis posterior major
newnode7637053	suboccipital muscles	newnode7188943	obliquus capitis superior
newnode7188943	obliquus capitis superior	newnode256653	right obliquus capitis superior
newnode7188943	obliquus capitis superior	newnode9668766	left obliquus capitis superior
newnode7637053	suboccipital muscles	newnode4392419	obliquus capitis inferior
newnode4392419	obliquus capitis inferior	newnode1411200	right obliquus capitis inferior
newnode4392419	obliquus capitis inferior	newnode6020859	left obliquus capitis inferior
newnode8430225	deep back muscles	newnode4020594	levatores costarum muscles
newnode4020594	levatores costarum muscles	newnode2846005	left levatores costarum longi
newnode4020594	levatores costarum muscles	newnode8061100	right levatores costarum breves
newnode4020594	levatores costarum muscles	newnode5423800	left levatores costarum breves
newnode4020594	levatores costarum muscles	newnode6201092	right levatores costarum longi
newnode8430225	deep back muscles	newnode1034213	segmental muscles
newnode1034213	segmental muscles	newnode441286	intertransversarius muscle
newnode441286	intertransversarius muscle	newnode5670127	lumbar intertransversarius
newnode5670127	lumbar intertransversarius	newnode8860280	medial lumbar intertransversarius
newnode5670127	lumbar intertransversarius	newnode1803560	lateral lumbar intertransversarius
newnode1034213	segmental muscles	newnode6312334	interspinalis muscle
newnode6312334	interspinalis muscle	newnode658538	interspinales cervicis
newnode658538	interspinales cervicis	newnode1095830	left interspinales cervicis
newnode658538	interspinales cervicis	newnode5750924	right interspinales cervicis
newnode6312334	interspinalis muscle	newnode2869311	interspinales lumborum
newnode2869311	interspinales lumborum	newnode2844933	right interspinales lumborum
newnode2869311	interspinales lumborum	newnode4890626	left interspinales lumborum
newnode6312334	interspinalis muscle	newnode6240352	interspinales thoracis
newnode6240352	interspinales thoracis	newnode9893468	left interspinalis thoracis
newnode6240352	interspinales thoracis	newnode95491	right interspinalis thoracis
newnode9167310	torso	newnode6530538	abdomen
newnode6530538	abdomen	FMA11336	linea alba
newnode6530538	abdomen	newnode2107106	muscle of abdomen
newnode2107106	muscle of abdomen	newnode3371388	posterior abdominal wall
newnode3371388	posterior abdominal wall	newnode5767514	psoas major
newnode5767514	psoas major	newnode9172094	left psoas major
newnode5767514	psoas major	newnode9043748	right psoas major
newnode3371388	posterior abdominal wall	newnode3018378	quadratus lumborum
newnode3018378	quadratus lumborum	newnode3785881	right quadratus lumborum
newnode3018378	quadratus lumborum	newnode2526642	left quadratus lumborum
newnode2107106	muscle of abdomen	newnode751831	anterior abdominal wall
newnode751831	anterior abdominal wall	newnode5257292	pyramidalis
newnode5257292	pyramidalis	newnode9067214	right pyramidalis
newnode5257292	pyramidalis	newnode1943869	left pyramidalis
newnode751831	anterior abdominal wall	newnode9502467	rectus abdominis
newnode9502467	rectus abdominis	newnode3148987	right rectus abdominis
newnode9502467	rectus abdominis	newnode5892335	left rectus abdominis
newnode751831	anterior abdominal wall	newnode1748385	linea alba
newnode2107106	muscle of abdomen	newnode8235589	lateral abdominal wall
newnode8235589	lateral abdominal wall	newnode837507	internal oblique
newnode837507	internal oblique	newnode5893177	right internal oblique
newnode837507	internal oblique	newnode2934225	left internal oblique
newnode8235589	lateral abdominal wall	newnode705323	transversus abdominis
newnode705323	transversus abdominis	newnode7689871	right transversus abdominis
newnode705323	transversus abdominis	newnode5902155	left transversus abdominis
newnode8235589	lateral abdominal wall	newnode5812882	external oblique
newnode5812882	external oblique	newnode2649052	right external oblique
newnode5812882	external oblique	newnode8492865	left external oblique
newnode9167310	torso	newnode1902858	thorax
newnode1902858	thorax	newnode4141390	thoracic muscles
newnode4141390	thoracic muscles	newnode6900529	thoracic wall muscles
newnode6900529	thoracic wall muscles	newnode3866170	transversus thoracis
newnode3866170	transversus thoracis	newnode1102235	right transversus thoracis
newnode3866170	transversus thoracis	newnode233137	left transversus thoracis
newnode6900529	thoracic wall muscles	newnode9540400	intercostal muscle
newnode9540400	intercostal muscle	newnode3851270	external intercostal muscles
newnode3851270	external intercostal muscles	newnode4689710	right intercostal muscle
newnode3851270	external intercostal muscles	newnode8695686	left intercostal muscle
newnode9540400	intercostal muscle	newnode8275469	internal intercostal muscles
newnode8275469	internal intercostal muscles	newnode689678	left internal intercostal muscle
newnode8275469	internal intercostal muscles	newnode3070394	right internal intercostal muscle
newnode9540400	intercostal muscle	newnode1136158	innermost intercostal muscle
newnode1136158	innermost intercostal muscle	newnode6431729	left innermost intercostal muscles
newnode1136158	innermost intercostal muscle	newnode7070471	right innermost intercostal muscles
newnode4141390	thoracic muscles	newnode8223074	diaphragm
newnode9167310	torso	newnode6659667	axial skeleton
newnode6659667	axial skeleton	newnode6464114	rib cage
newnode6464114	rib cage	newnode7003877	left side of rib cage
newnode7003877	left side of rib cage	newnode4583796	left true rib
newnode4583796	left true rib	newnode8548099	left seventh rib
newnode4583796	left true rib	newnode9611291	left third rib
newnode4583796	left true rib	newnode3934438	left sixth rib
newnode4583796	left true rib	newnode7866376	left fourth rib
newnode4583796	left true rib	newnode5642323	left first rib
newnode4583796	left true rib	newnode6612884	left second rib
newnode4583796	left true rib	newnode1500584	left fifth rib
newnode7003877	left side of rib cage	newnode8379741	left false rib
newnode8379741	left false rib	newnode7375551	left ninth rib
newnode8379741	left false rib	newnode9885844	left eleventh rib
newnode8379741	left false rib	newnode6645744	left tenth rib
newnode8379741	left false rib	newnode6459129	left eighth rib
newnode8379741	left false rib	newnode5494501	left twelfth rib
newnode7003877	left side of rib cage	newnode647535	left costal cartilage
newnode647535	left costal cartilage	newnode3398136	left sixth costal cartilage
newnode647535	left costal cartilage	newnode867724	left fifth costal cartilage
newnode647535	left costal cartilage	newnode6554793	left seventh costal cartilage
newnode647535	left costal cartilage	newnode1437142	left first costal cartilage
newnode647535	left costal cartilage	newnode8130823	left second costal cartilage
newnode647535	left costal cartilage	newnode9663600	left third costal cartilage
newnode647535	left costal cartilage	newnode8220468	left fourth costal cartilage
newnode6464114	rib cage	newnode5783826	right side of rib cage
newnode5783826	right side of rib cage	newnode6991509	right true rib
newnode6991509	right true rib	newnode7680028	right seventh rib
newnode6991509	right true rib	newnode7449604	right third rib
newnode6991509	right true rib	newnode7761396	right second rib
newnode6991509	right true rib	newnode7445638	right first rib
newnode6991509	right true rib	newnode1580156	right fourth rib
newnode6991509	right true rib	newnode9855544	right fifth rib
newnode6991509	right true rib	newnode4334775	right sixth rib
newnode5783826	right side of rib cage	newnode5753661	right costal cartilage
newnode5753661	right costal cartilage	newnode9159896	right second costal cartilage
newnode5753661	right costal cartilage	newnode4659460	right first costal cartilage
newnode5753661	right costal cartilage	newnode5441509	right seventh costal cartilage
newnode5753661	right costal cartilage	newnode7799442	right sixth costal cartilage
newnode5753661	right costal cartilage	newnode2132930	right fourth costal cartilage
newnode5753661	right costal cartilage	newnode4483336	right third costal cartilage
newnode5753661	right costal cartilage	newnode7255430	right fifth costal cartilage
newnode5783826	right side of rib cage	newnode3036380	right false rib
newnode3036380	right false rib	newnode9351382	right eighth rib
newnode3036380	right false rib	newnode3433936	right ninth rib
newnode3036380	right false rib	newnode7274147	right twelfth rib
newnode3036380	right false rib	newnode6339972	right eleventh rib
newnode3036380	right false rib	newnode6064156	right tenth rib
newnode6659667	axial skeleton	newnode9607396	sternum
newnode9607396	sternum	newnode9811779	manubrium
newnode9607396	sternum	newnode6646525	xiphoid process
newnode9607396	sternum	newnode4620134	body of sternum
newnode6659667	axial skeleton	newnode9620276	vertebral column
newnode9620276	vertebral column	newnode4109775	lumbar vertebral column
newnode4109775	lumbar vertebral column	newnode3012251	intervertebral disks of lumbar vertebral column
newnode3012251	intervertebral disks of lumbar vertebral column	newnode3855302	intervertebral disk of first lumbar vertebra
newnode3012251	intervertebral disks of lumbar vertebral column	newnode3620583	intervertebral disk of fifth lumbar vertebra
newnode3012251	intervertebral disks of lumbar vertebral column	newnode9244776	intervertebral disk of second lumbar vertebra
newnode3012251	intervertebral disks of lumbar vertebral column	newnode9004549	intervertebral disk of third lumbar vertebra
newnode3012251	intervertebral disks of lumbar vertebral column	newnode2158506	intervertebral disk of fourth lumbar vertebra
newnode4109775	lumbar vertebral column	newnode9102851	lumbar vertebrae
newnode9102851	lumbar vertebrae	newnode3253526	first lumbar vertebra
newnode9102851	lumbar vertebrae	newnode1198856	second lumbar vertebra
newnode9102851	lumbar vertebrae	newnode1763469	third lumbar vertebra
newnode9102851	lumbar vertebrae	newnode85838	fifth lumbar vertebra
newnode9102851	lumbar vertebrae	newnode7228095	fourth lumbar vertebra
newnode9620276	vertebral column	newnode8065088	sacrum
newnode9620276	vertebral column	newnode6240255	thoracic vertebral column
newnode6240255	thoracic vertebral column	newnode7214890	intervertebral disks of thoracic vertebral column
newnode7214890	intervertebral disks of thoracic vertebral column	newnode9637365	intervertebral disk of second thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode2533793	intervertebral disk of eighth thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode7630980	intervertebral disk of fourth thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode822009	intervertebral disk of seventh thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode6597000	intervertebral disk of twelfth thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode6381225	intervertebral disk of third thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode5802291	intervertebral disk of fifth thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode1199108	intervertebral disk of sixth thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode8127478	intervertebral disk of ninth thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode1153250	intervertebral disk of tenth thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode9402070	intervertebral disk of first thoracic vertebra
newnode7214890	intervertebral disks of thoracic vertebral column	newnode2461325	intervertebral disk of eleventh thoracic vertebra
newnode6240255	thoracic vertebral column	newnode1279684	thoracic vertebra
newnode1279684	thoracic vertebra	newnode1158434	fifth thoracic vertebra
newnode1279684	thoracic vertebra	newnode3337041	eleventh thoracic vertebra
newnode1279684	thoracic vertebra	newnode8434806	fourth thoracic vertebra
newnode1279684	thoracic vertebra	newnode3702338	seventh thoracic vertebra
newnode1279684	thoracic vertebra	newnode304947	tenth thoracic vertebra
newnode1279684	thoracic vertebra	newnode7883398	first thoracic vertebra
newnode1279684	thoracic vertebra	newnode4901072	eighth thoracic vertebra
newnode1279684	thoracic vertebra	newnode7816246	twelfth thoracic vertebra
newnode1279684	thoracic vertebra	newnode4809193	second thoracic vertebra
newnode1279684	thoracic vertebra	newnode9999044	ninth thoracic vertebra
newnode1279684	thoracic vertebra	newnode6956506	third thoracic vertebra
newnode1279684	thoracic vertebra	newnode8594364	sixth thoracic vertebra
FMA7482	musculoskeletal system	FMA7188	left lower limb
FMA7188	left lower limb	FMA16583	left pelvic girdle
FMA16583	left pelvic girdle	newnode15009	muscles of left pelvic girdle
newnode15009	muscles of left pelvic girdle	FMA22323	left iliacus
newnode15009	muscles of left pelvic girdle	newnode6600934	left gluteal muscles
newnode6600934	left gluteal muscles	newnode607714	left gemellus
newnode607714	left gemellus	newnode6000691	left gemellus superior
newnode607714	left gemellus	newnode9933366	left gemellus inferior
newnode6600934	left gluteal muscles	newnode3787060	left quadratus femoris
newnode6600934	left gluteal muscles	newnode1779075	left piriformis
newnode6600934	left gluteal muscles	newnode3228465	left obturator externus
newnode6600934	left gluteal muscles	newnode3454729	left gluteus maximus
newnode6600934	left gluteal muscles	newnode7543484	left obturator internus
newnode6600934	left gluteal muscles	newnode777693	left gluteus minimus
newnode6600934	left gluteal muscles	newnode5510013	left gluteus medius
newnode6600934	left gluteal muscles	newnode1394561	left tensor fasciae latae
FMA16583	left pelvic girdle	FMA24966	left hip
FMA16583	left pelvic girdle	FMA21965	left inguinal ligament (available in BP3D 3.0)
FMA7188	left lower limb	FMA24883	left free lower limb
FMA24883	left free lower limb	FMA24978	left knee
FMA24978	left knee	FMA73056	anterior part of left knee
FMA73056	anterior part of left knee	FMA79066	patellar part of left knee
FMA79066	patellar part of left knee	FMA24487	left patella
FMA24883	left free lower limb	FMA24969	left thigh
FMA24969	left thigh	FMA24475	left femur
FMA24969	left thigh	FMA58777	left iliotibial tract
FMA24969	left thigh	newnode8377488	muscle of left thigh
newnode8377488	muscle of left thigh	newnode1448917	muscle of posterior compartment of left thigh
newnode1448917	muscle of posterior compartment of left thigh	newnode6153903	left semimembranosus
newnode1448917	muscle of posterior compartment of left thigh	newnode3258413	left semitendinosus
newnode1448917	muscle of posterior compartment of left thigh	newnode4030732	head of left biceps femoris
newnode4030732	head of left biceps femoris	newnode427161	long head of left biceps femoris
newnode4030732	head of left biceps femoris	newnode3457426	short head of left biceps femoris
newnode8377488	muscle of left thigh	newnode8637379	muscle of anterior compartment of left thigh
newnode8637379	muscle of anterior compartment of left thigh	newnode3071162	left sartorius
newnode8637379	muscle of anterior compartment of left thigh	newnode9050463	left quadriceps femoris
newnode9050463	left quadriceps femoris	newnode7827932	left vastus lateralis
newnode9050463	left quadriceps femoris	newnode7262930	left vastus medialis
newnode9050463	left quadriceps femoris	newnode977982	left rectus femoris
newnode9050463	left quadriceps femoris	newnode4329526	left vastus intermedius
newnode8377488	muscle of left thigh	newnode3179151	muscle of medial compartment of left thigh
newnode3179151	muscle of medial compartment of left thigh	newnode7516961	left adductor minimus
newnode3179151	muscle of medial compartment of left thigh	newnode8559380	left adductor magnus
newnode3179151	muscle of medial compartment of left thigh	newnode8587228	left adductor longus
newnode3179151	muscle of medial compartment of left thigh	newnode306246	left pectineus
newnode3179151	muscle of medial compartment of left thigh	newnode2175220	left adductor brevis
newnode3179151	muscle of medial compartment of left thigh	newnode5510719	left gracilis
FMA24883	left free lower limb	newnode3820203	left foot
newnode3820203	left foot	newnode7836770	muscle of left foot
newnode7836770	muscle of left foot	newnode8399607	intrinsic muscle of left foot
newnode8399607	intrinsic muscle of left foot	newnode9446021	intrinsic muscle of plantar part of left foot
newnode9446021	intrinsic muscle of plantar part of left foot	newnode1865004	left flexor digitorum brevis
newnode9446021	intrinsic muscle of plantar part of left foot	FMA51143	left extensor digitorum brevis (available in BP3D 3.0)
newnode9446021	intrinsic muscle of plantar part of left foot	newnode6669199	left abductor hallucis
newnode9446021	intrinsic muscle of plantar part of left foot	newnode1865587	abductor digiti minimi of left foot
newnode9446021	intrinsic muscle of plantar part of left foot	newnode9184586	lumbrical of left foot
newnode9184586	lumbrical of left foot	newnode4561438	fourth lumbrical of left foot
newnode9184586	lumbrical of left foot	newnode8906244	third lumbrical of left foot
newnode9184586	lumbrical of left foot	newnode4294849	second lumbrical of left foot
newnode9184586	lumbrical of left foot	newnode9963244	first lumbrical of left foot
newnode9446021	intrinsic muscle of plantar part of left foot	newnode8187225	flexor digiti minimi brevis of left foot
newnode9446021	intrinsic muscle of plantar part of left foot	newnode7671530	head of left adductor hallucis
newnode7671530	head of left adductor hallucis	newnode4252471	oblique head of left adductor hallucis
newnode7671530	head of left adductor hallucis	newnode671856	transverse head of left adductor hallucis
newnode9446021	intrinsic muscle of plantar part of left foot	newnode6168447	interosseous of left foot
newnode6168447	interosseous of left foot	newnode315214	plantar interosseous of left foot
newnode315214	plantar interosseous of left foot	newnode4002011	third plantar interosseous of left foot
newnode315214	plantar interosseous of left foot	newnode4239054	second plantar interosseous of left foot
newnode315214	plantar interosseous of left foot	newnode1812048	first plantar interosseous of left foot
newnode6168447	interosseous of left foot	FMA74141	set of dorsal interossei of left foot (available in BP3D 3.0)
newnode9446021	intrinsic muscle of plantar part of left foot	newnode8386402	left flexor accessorius
newnode9446021	intrinsic muscle of plantar part of left foot	newnode430234	opponens digiti minimi of left foot
newnode9446021	intrinsic muscle of plantar part of left foot	newnode3598222	left flexor hallucis brevis
newnode3598222	left flexor hallucis brevis	newnode5863823	lateral head of left flexor hallucis brevis
newnode3598222	left flexor hallucis brevis	newnode8935418	medial head of left flexor hallucis brevis
newnode8399607	intrinsic muscle of left foot	newnode2819810	intrinsic muscle of dorsum of left foot
newnode2819810	intrinsic muscle of dorsum of left foot	newnode4368327	left extensor hallucis brevis
newnode3820203	left foot	newnode3799166	left long plantar ligament
newnode3820203	left foot	FMA11344	bones of left foot
