concept id	name	element file id
FMA46293	left digastric	FJ1555
newnode1765638	left intermediate tendon	FJ1560
FMA45827	left stylohyoid	FJ1576
FMA45826	right stylohyoid	FJ1598
FMA46326	right geniohyoid	FJ1580
FMA46327	left geniohyoid	FJ1559
FMA46322	left mylohyoid	FJ1562
FMA46321	right mylohyoid	FJ1583
FMA12520	axis	FJ3177
FMA12524	sixth cervical vertebra	FJ3170
FMA12523	fifth cervical vertebra	FJ3167
FMA12521	third cervical vertebra	FJ3161
FMA12525	seventh cervical vertebra	FJ3172
FMA12522	fourth cervical vertebra	FJ3164
FMA12519	atlas	FJ3176
FMA13900	intervertebral disk of seventh cervical vertebra	FJ3221
FMA13898	intervertebral disk of fifth cervical vertebra	FJ3219
FMA13899	intervertebral disk of sixth cervical vertebra	FJ3220
FMA13896	intervertebral disk of third cervical vertebra	FJ3213
FMA13897	intervertebral disk of fourth cervical vertebra	FJ3218
FMA25058	intervertebral disk of axis	FJ3202
FMA46636	left inferior pharyngeal constrictor	FJ2740
FMA46635	right inferior pharyngeal constrictor	FJ2752
FMA46634	left middle pharyngeal constrictor	FJ2754
FMA46633	right middle pharyngeal constrictor	FJ2742
FMA55077	pharyngeal raphe	FJ2749
FMA46631	right superior pharyngeal constrictor	FJ2759
FMA55620	left pterygomandibular raphe	FJ2744
FMA55619	right pterygomandibular raphe	FJ2756
FMA46632	left superior pharyngeal constrictor	FJ2747
FMA46669	right salpingopharyngeus	FJ2757
FMA46670	left salpingopharyngeus	FJ2745
FMA46671	right palatopharyngeus	FJ2755
FMA46672	left palatopharyngeus	FJ2743
FMA46667	right stylopharyngeus	FJ2758
FMA46668	left stylopharyngeus	FJ2746
FMA71443	posterior cervical intertransversarii	FJ1553M
FMA71443	posterior cervical intertransversarii	FJ1553
FMA46580	right lateral crico-arytenoid	FJ2796
FMA46581	left lateral crico-arytenoid	FJ2778
FMA46577	right posterior crico-arytenoid	FJ2800
FMA46578	left posterior crico-arytenoid	FJ2782
FMA46593	left vocalis	FJ2788
FMA46592	right vocalis	FJ2806
FMA46582	transverse arytenoid	FJ2809
FMA46585	left oblique arytenoid	FJ2780
FMA46584	right oblique arytenoid	FJ2798
newnode7692163	left aryepiglotticus	FJ2774
newnode6383434	right aryepiglotticus	FJ2791
FMA46589	right thyro-arytenoid	FJ2803
FMA46589	right thyro-arytenoid	FJ2802
FMA46590	left thyro-arytenoid	FJ2784
FMA46590	left thyro-arytenoid	FJ2785
FMA46611	straight part of right cricothyroid	FJ2801
FMA46612	straight part of left cricothyroid	FJ2783
FMA46614	oblique part of left cricothyroid	FJ2781
FMA46613	oblique part of right cricothyroid	FJ2799
FMA71442	anterior cervical intertransversarii	FJ1549
FMA71442	anterior cervical intertransversarii	FJ1549M
FMA13391	left scalenus medius	FJ1571
FMA13390	right scalenus medius	FJ1593
FMA13393	left scalenus anterior	FJ1570
FMA13392	right scalenus anterior	FJ1592
FMA13389	left scalenus posterior	FJ1572
FMA13388	right scalenus posterior	FJ1594
FMA52734	frontal bone	FJ3200
FMA52801	basicranium	FJ3199
FMA52739	left temporal bone	FJ3281
FMA52789	left parietal bone	FJ3274
FMA52736	sphenoid bone	FJ3394
FMA52735	occipital bone	FJ3309
FMA52788	right parietal bone	FJ3380
FMA52738	right temporal bone	FJ3386
FMA53673	viscerocranium	FJ3281
FMA53673	viscerocranium	FJ3394
FMA53673	viscerocranium	FJ3386
FMA54737	right inferior nasal concha	FJ3369
FMA9710	vomer	FJ3395
FMA54738	left inferior nasal concha	FJ3263
FMA59517	dorsum of nose	FJ2556
FMA59517	dorsum of nose	FJ2558
FMA59512	right lateral nasal cartilage	FJ2558
FMA59506	left major alar cartilage	FJ2555
FMA59503	septal nasal cartilage	FJ2557
FMA59505	right major alar cartilage	FJ2554
FMA59513	left lateral nasal cartilage	FJ2556
FMA59516	root of nose	FJ3272
FMA59516	root of nose	FJ3378
FMA53656	left palatine bone	FJ3273
FMA52892	right zygomatic bone	FJ3392
FMA52748	mandible	FJ3289
FMA52749	hyoid bone	FJ2772
FMA52749	hyoid bone	FJ3201
FMA53649	right maxilla	FJ3375
FMA53645	right lacrimal bone	FJ3371
FMA53646	left lacrimal bone	FJ3265
FMA53655	right palatine bone	FJ3379
FMA53650	left maxilla	FJ3269
FMA52740	ethmoid	FJ3199
FMA52893	left zygomatic bone	FJ3287
newnode9224948	right obturator internus	FJ1426
newnode6675301	right gluteus maximus	FJ1418
newnode9848943	right piriformis	FJ1428
newnode6354895	right obturator externus	FJ1425
newnode8999753	right quadratus femoris	FJ1432
newnode6606055	right gluteus medius	FJ1419
newnode6251335	right tensor fasciae latae	FJ1438
newnode4662542	right gluteus minimus	FJ1420
newnode1497328	right gemellus superior	FJ1417
newnode9168543	right gemellus inferior	FJ1416
FMA22322	right iliacus	FJ1422
FMA24965	right hip	FJ3152
newnode8864258	right iliotibial tract	FJ1423
FMA24480	right fibula	FJ3366
FMA24477	right tibia	FJ3387
FMA35192	interosseous membrane of right leg	FJ1392
newnode9129365	right calcaneal tendon	FJ1405
newnode7673566	right fibularis brevis	FJ1409
newnode9066558	right fibularis longus	FJ1410
newnode8982644	right soleus	FJ1437
newnode6391760	medial head of right gastrocnemius	FJ1397
newnode7972373	lateral head of right gastrocnemius	FJ1394
newnode1375892	right plantaris	FJ1429
newnode2271875	right popliteus	FJ1430
newnode9623930	right tibialis posterior	FJ1440
newnode5581157	right flexor hallucis longus	FJ1415
newnode6233976	right flexor digitorum longus	FJ1414
newnode6859307	right fibularis tertius	FJ1411
newnode2157861	right tibialis anterior	FJ1439
newnode1133711	right extensor digitorum longus	FJ1406
newnode7745555	right extensor hallucis longus	FJ1408
FMA24486	right patella	FJ3381
newnode6891833	right adductor magnus	FJ1403
newnode5778487	right adductor minimus	FJ1404
newnode8204162	right adductor longus	FJ1402
newnode1869671	right pectineus	FJ1427
newnode4526456	right gracilis	FJ1421
newnode5674829	right adductor brevis	FJ1401
newnode7445385	right sartorius	FJ1434
newnode4248691	right vastus lateralis	FJ1442
newnode9985316	right vastus intermedius	FJ1441
newnode987339	right rectus femoris	FJ1433
newnode5721627	right vastus medialis	FJ1443
newnode6501786	right semitendinosus	FJ1436
newnode5139632	right semimembranosus	FJ1435
newnode125100	long head of right biceps femoris	FJ1395
newnode1419847	short head of right biceps femoris	FJ1444
FMA58776	right iliotibial tract	FJ1423
FMA24474	right femur	FJ3365
FMA24525	right lateral cuneiform bone	FJ3373
FMA24511	right third metatarsal bone	FJ3355
FMA24509	right second metatarsal bone	FJ3353
FMA24507	right first metatarsal bone	FJ3351
FMA24515	right fifth metatarsal bone	FJ3359
FMA24513	right fourth metatarsal bone	FJ3357
FMA45097	sesamoid bone of right foot	FJ3372
FMA45097	sesamoid bone of right foot	FJ3376
FMA24523	right intermediate cuneiform bone	FJ3370
FMA32634	proximal phalanx of right second toe	FJ3319
FMA32652	distal phalanx of right second toe	FJ3189
FMA32642	middle phalanx of right second toe	FJ3300
FMA24497	right calcaneus	FJ3360
FMA32646	middle phalanx of right fourth toe	FJ3302
FMA32638	proximal phalanx of right fourth toe	FJ3321
FMA32656	distal phalanx of right fourth toe	FJ3191
FMA32658	distal phalanx of right little toe	FJ3195
FMA230986	middle phalanx of right little toe	FJ3305
FMA32640	proximal phalanx of right little toe	FJ3324
FMA24521	right medial cuneiform bone	FJ3377
FMA32650	distal phalanx of right big toe	FJ3192
FMA43253	proximal phalanx of right big toe	FJ3310
FMA24528	right cuboid bone	FJ3364
FMA24500	navicular bone of right foot	FJ3308
FMA32644	middle phalanx of right third toe	FJ3301
FMA32636	proximal phalanx of right third toe	FJ3320
FMA32654	distal phalanx of right third toe	FJ3190
FMA24482	right talus	FJ3385
newnode7427604	right long plantar ligament	FJ1424
newnode7399483	opponens digiti minimi of right foot	FJ1399
newnode1107469	flexor digiti minimi brevis of right foot	FJ1391
newnode2146155	third plantar interosseous of right foot	FJ1388
newnode9101570	second plantar interosseous of right foot	FJ1386
newnode3670981	first plantar interosseous of right foot	FJ1384
newnode3514749	abductor digiti minimi of right foot	FJ1390
newnode5461512	lateral head of right flexor hallucis brevis	FJ1393
newnode3797503	medial head of right flexor hallucis brevis	FJ1396
newnode3673708	oblique head of right adductor hallucis	FJ1398
newnode6996157	transverse head of right adductor hallucis	FJ1445
newnode5515871	first lumbrical of right foot	FJ1383
newnode5254615	fourth lumbrical of right foot	FJ1389
newnode9089865	second lumbrical of right foot	FJ1385
newnode3875620	third lumbrical of right foot	FJ1387
newnode599719	right flexor accessorius	FJ1412
newnode6412721	right flexor digitorum brevis	FJ1413
newnode1517715	right abductor hallucis	FJ1400
newnode8085122	right extensor hallucis brevis	FJ1407
FMA24896	left arm	FJ2225
newnode7654942	left brachialis	FJ1486M
newnode4784957	short head of left biceps brachii	FJ1512M
newnode2126068	long head of left biceps brachii	FJ1478M
newnode2492382	left coracobrachialis	FJ1488M
newnode4770217	medial head of left triceps brachii	FJ1480M
newnode1735306	left anconeus	FJ1485M
newnode5625113	long head of left triceps brachii	FJ1479M
newnode7444196	lateral head of left triceps brachii	FJ1477M
FMA23131	left humerus	FJ3262
FMA42403	palmar interossei of left hand	FJ1511M
FMA42405	dorsal interossei of left hand	FJ1509M
FMA42399	lumbricals of left hand	FJ1510M
newnode8528476	left flexor pollicis brevis	FJ1469M
newnode1819419	left abductor pollicis brevis	FJ1483M
newnode7985454	superficial head of left flexor pollicis brevis	FJ1514M
newnode7122695	left opponens pollicis	FJ1501M
newnode6382845	oblique head of left adductor pollicis	FJ1481M
newnode1408496	transverse head of left adductor pollicis	FJ1515M
newnode1509039	flexor digiti minimi brevis of left hand	FJ1470M
newnode3853495	abductor digiti minimi of left hand	FJ1466M
newnode4730409	opponens digiti minimi of left hand	FJ1482M
FMA71915	proximal phalanx of left index finger	FJ3313
FMA23938	middle phalanx of left index finger	FJ3296
FMA23953	distal phalanx of left index finger	FJ3183
FMA24469	left third metacarpal bone	FJ3246
FMA24471	left fourth metacarpal bone	FJ3249
FMA24465	left first metacarpal bone	FJ3240
FMA24467	left second metacarpal bone	FJ3243
FMA24473	left fifth metacarpal bone	FJ3252
FMA65470	proximal phalanx of left thumb	FJ3318
FMA23951	distal phalanx of left thumb	FJ3188
FMA23944	middle phalanx of left little finger	FJ3297
FMA66791	proximal phalanx of left little finger	FJ3314
FMA23959	distal phalanx of left little finger	FJ3184
FMA23940	middle phalanx of left middle finger	FJ3299
FMA23955	distal phalanx of left middle finger	FJ3186
FMA71908	proximal phalanx of left middle finger	FJ3316
FMA23942	middle phalanx of left ring finger	FJ3291
FMA71916	proximal phalanx of left ring finger	FJ3317
FMA23957	distal phalanx of left ring finger	FJ3187
newnode1512916	left extensor indicis	FJ1493M
newnode771004	left extensor pollicis brevis	FJ1494M
newnode8350853	left abductor pollicis longus	FJ1484M
newnode9923771	left supinator	FJ1505M
newnode3877493	left extensor pollicis longus	FJ1495M
newnode6353681	left brachioradialis	FJ1487M
newnode3903863	left extensor digitorum	FJ1492M
newnode4086563	left extensor carpi radialis longus	FJ1490M
newnode9730395	left extensor carpi ulnaris	FJ1517M
newnode9730395	left extensor carpi ulnaris	FJ1472M
newnode5486489	left extensor digiti minimi	FJ1491M
newnode6269630	left extensor carpi radialis brevis	FJ1489M
newnode8548135	left flexor carpi radialis	FJ1496M
newnode4682051	left flexor digitorum superficialis	FJ1499M
newnode4682051	left flexor digitorum superficialis	FJ1475M
newnode7457069	ulnar head of left pronator teres	FJ1516M
newnode3560938	humeral head of left pronator teres	FJ1474M
newnode9096831	ulnar head of left flexor carpi ulnaris	FJ1518M
newnode1008452	humeral head of left flexor carpi ulnaris	FJ1473M
newnode1289461	left palmaris longus	FJ1502M
newnode7105127	left flexor pollicis longus	FJ1498M
newnode3266417	left pronator quadratus	FJ1503M
newnode2980769	left flexor digitorum profundus	FJ1497M
FMA23465	left radius	FJ3277
FMA23468	left ulna	FJ3286
FMA58576	investing fascia of left forearm	FJ1471M
FMA23708	interosseous membrane of left forearm	FJ1476M
FMA24444	left trapezium	FJ3283
FMA24449	left hamate	FJ3261
FMA24445	left trapezoid	FJ3284
FMA24447	left capitate	FJ3257
FMA24442	left pisiform	FJ3276
FMA24438	left lunate	FJ3268
FMA24440	left triquetral	FJ3285
FMA24436	left scaphoid	FJ3278
FMA40121	flexor retinaculum of left wrist	FJ1471M
FMA13396	left scapula	FJ3279
FMA13323	left clavicle	FJ3237
FMA32552	left teres major	FJ1507M
FMA13384	left rhomboid minor	FJ1537M
FMA32541	left levator scapulae	FJ1532M
FMA13382	left rhomboid major	FJ1536M
FMA32554	left teres minor	FJ1508M
FMA32545	left supraspinatus	FJ1506M
FMA32548	left infraspinatus	FJ1500M
FMA13415	left subscapularis	FJ1504M
FMA13376	left pectoralis minor	FJ1456M
FMA13399	left serratus anterior	FJ1459M
FMA13411	left subclavius	FJ1460M
newnode3203073	clavicular part of left pectoralis major	FJ1447M
FMA79980	sternocostal part of left pectoralis major	FJ1464M
FMA45875	abdominal part of left pectoralis major	FJ1446M
FMA34683	acromial part of left deltoid	FJ1467M
FMA34685	spinal part of left deltoid	FJ1513M
FMA34681	clavicular part of left deltoid	FJ1468M
FMA32544	right supraspinatus	FJ1506
FMA32553	right teres minor	FJ1508
FMA32547	right infraspinatus muscle	FJ1500
FMA13414	right subscapularis	FJ1504
FMA13381	right rhomboid major	FJ1536
FMA32551	right teres major	FJ1507
FMA32540	right levator scapulae	FJ1532
FMA13383	right rhomboid minor	FJ1537
FMA34684	spinal part of right deltoid	FJ1513
FMA34680	clavicular part of right deltoid	FJ1468
FMA34682	acromial part of right deltoid	FJ1467
FMA13412	right subclavius	FJ1460
FMA13398	right serratus anterior	FJ1459
FMA13375	right pectoralis minor	FJ1456
FMA79979	sternocostal part of right pectoralis major	FJ1464
FMA45874	abdominal part of right pectoralis major	FJ1446
newnode8815022	clavicular part of right pectoralis major	FJ1447
FMA13395	right scapula	FJ3384
FMA13322	right clavicle	FJ3362
FMA24462	distal phalanx of right ring finger	FJ3197
FMA24457	middle phalanx of right ring finger	FJ3292
FMA24453	proximal phalanx of right ring finger	FJ3326
FMA24450	proximal phalanx of right thumb	FJ3327
FMA24459	distal phalanx of right thumb	FJ3198
FMA24472	right fifth metacarpal bone	FJ3358
FMA24468	right third metacarpal bone	FJ3354
FMA24466	right second metacarpal bone	FJ3352
FMA24470	right fourth metacarpal bone	FJ3356
FMA24464	right first metacarpal bone	FJ3350
FMA24456	middle phalanx of right middle finger	FJ3306
FMA24461	distal phalanx of right middle finger	FJ3196
FMA24452	proximal phalanx of right middle finger	FJ3325
FMA24458	middle phalanx of right little finger	FJ3304
FMA24454	proximal phalanx of right little finger	FJ3323
FMA24463	distal phalanx of right little finger	FJ3194
FMA24451	proximal phalanx of right index finger	FJ3322
FMA24455	middle phalanx of right index finger	FJ3303
FMA24460	distal phalanx of right index finger	FJ3193
FMA42398	lumbricals of right hand	FJ1510
FMA42402	palmar interossei of right hand	FJ1511
FMA42404	dorsal interossei of right hand	FJ1509
newnode7460378	abductor digiti minimi of right hand	FJ1466
newnode4772343	opponens digiti minimi of right hand	FJ1482
newnode9165156	flexor digiti minimi brevis of right hand	FJ1470
newnode2076683	oblique head of right adductor pollicis	FJ1481
newnode8778172	transverse head of right adductor pollicis	FJ1515
newnode1922395	superficial head of right flexor pollicis brevis	FJ1514
newnode3496397	right opponens pollicis	FJ1501
newnode7211918	right abductor pollicis brevis	FJ1483
newnode3265243	right flexor pollicis brevis	FJ1469
FMA40120	flexor retinaculum of right wrist	FJ1471
FMA24435	right scaphoid	FJ3383
FMA24439	right triquetral	FJ3390
FMA24437	right lunate	FJ3374
FMA24441	right pisiform	FJ3382
FMA24443	right trapezium	FJ3388
FMA24448	right hamate	FJ3367
FMA23725	right trapezoid	FJ3389
FMA24446	right capitate	FJ3361
FMA11345	right forearm	FJ1471
FMA23707	interosseous membrane of right forearm	FJ1476
newnode2926601	right extensor pollicis longus	FJ1495
newnode5082541	right extensor indicis	FJ1493
newnode5467428	right extensor pollicis brevis	FJ1494
newnode9075147	right abductor pollicis longus	FJ1484
newnode9439251	right supinator	FJ1505
newnode8183309	right extensor digitorum	FJ1492
newnode2242034	right extensor carpi radialis brevis	FJ1489
newnode361774	right extensor carpi radialis longus	FJ1490
newnode5538737	right extensor carpi ulnaris	FJ1517
newnode5538737	right extensor carpi ulnaris	FJ1472
newnode8432305	right brachioradialis	FJ1487
newnode9114382	right extensor digiti minimi	FJ1491
newnode8194402	ulnar head of right pronator teres	FJ1516
newnode3262330	humeral head of right pronator teres	FJ1474
newnode8998182	humeral head of right flexor carpi ulnaris	FJ1473
newnode6802863	ulnar head of right flexor carpi ulnaris	FJ1518
newnode9808149	right flexor digitorum superficialis	FJ1475
newnode9808149	right flexor digitorum superficialis	FJ1499
newnode9052293	right flexor carpi radialis	FJ1496
newnode7945012	right palmaris longus	FJ1502
newnode6797820	right pronator quadratus	FJ1503
newnode4663781	right flexor pollicis longus	FJ1498
newnode4620441	right flexor digitorum profundus	FJ1497
FMA23464	right radius	FJ3349
FMA23467	right ulna	FJ3391
newnode9055495	right brachialis	FJ1486
newnode107792	right coracobrachialis	FJ1488
newnode4683096	short head of right biceps brachii	FJ1512
newnode2961673	long head of right biceps brachii	FJ1478
newnode7008129	medial head of right triceps brachii	FJ1480
newnode3274915	lateral head of right triceps brachii	FJ1477
newnode9897073	right anconeus	FJ1485
newnode8736860	long head of right triceps brachii	FJ1479
FMA23130	right humerus	FJ3368
FMA11336	linea alba	FJ1448
newnode9043748	right psoas major	FJ1431
newnode9172094	left psoas major	FJ1431M
newnode2649052	right external oblique	FJ1452
newnode8492865	left external oblique	FJ1452M
newnode8223074	diaphragm	FJ3131
newnode6431729	left innermost intercostal muscles	FJ1454M
newnode7070471	right innermost intercostal muscles	FJ1454
newnode689678	left internal intercostal muscle	FJ1455M
newnode3070394	right internal intercostal muscle	FJ1455
newnode8695686	left intercostal muscle	FJ1451M
newnode4689710	right intercostal muscle	FJ1451
newnode1102235	right transversus thoracis	FJ1461
newnode233137	left transversus thoracis	FJ1461M
newnode161865	right serratus posterior inferior	FJ1541
newnode4104542	left serratus posterior inferior	FJ1541M
newnode5963211	left serratus posterior superior	FJ1542M
newnode3122742	right serratus posterior superior	FJ1542
FMA33583	ascending part of left trapezius	FJ1520M
FMA33587	descending part of left trapezius	FJ1521M
newnode8240952	transverse part of left trapezius	FJ1554M
FMA33586	descending part of right trapezius	FJ1521
FMA33581	ascending part of right trapezius	FJ1520
newnode4979710	transverse part of right trapezius	FJ1554
newnode7786093	left semispinalis capitis	FJ1538M
newnode3795704	right semispinalis capitis	FJ1538
newnode6812517	right semispinalis thoracis	FJ1540
newnode5918439	left semispinalis thoracis	FJ1540M
newnode7032616	left semispinalis cervicis	FJ1539M
newnode2659822	right semispinalis cervicis	FJ1539
newnode2402984	left iliocostalis lumborum	FJ1527M
newnode9262158	right iliocostalis lumborum	FJ1527
newnode6895870	left iliocostalis thoracis	FJ1528M
newnode3225771	right iliocostalis thoracis	FJ1528
newnode690229	right iliocostalis cervicis	FJ1526
newnode3381436	left iliocostalis cervicis	FJ1526M
newnode6035049	spinalis	FJ1543M
newnode6035049	spinalis	FJ1543
newnode9065994	left spinalis thoracis	FJ1544M
newnode3351241	right spinalis thoracis	FJ1544
newnode1397146	right longissimus thoracis	FJ1535
newnode2747329	left longissimus thoracis	FJ1535M
newnode3428195	left longissimus capitis	FJ1533M
newnode7427868	right longissimus capitis	FJ1533
newnode2830958	left longissimus cervicis	FJ1534M
newnode8114351	right longissimus cervicis	FJ1534
newnode5423800	left levatores costarum breves	FJ1462M
newnode8061100	right levatores costarum breves	FJ1462
newnode2846005	left levatores costarum longi	FJ1463M
newnode6201092	right levatores costarum longi	FJ1463
newnode5741977	thoracic rotator	FJ1525M
newnode5741977	thoracic rotator	FJ1525
newnode8288062	left lumbar rotator	FJ1522M
newnode787358	right lumbar rotator	FJ1522
newnode6632512	right cervical rotator	FJ1524
newnode8942449	left cervical rotator	FJ1524M
newnode9668766	left obliquus capitis superior	FJ1564
newnode256653	right obliquus capitis superior	FJ1585
newnode5962855	left rectus capitis posterior minor	FJ1568
newnode3181270	right rectus capitis posterior minor	FJ1590
newnode2059158	left rectus capitis posterior major	FJ1567
newnode5502171	right rectus capitis posterior major	FJ1589
newnode6020859	left obliquus capitis inferior	FJ1563
newnode1411200	right obliquus capitis inferior	FJ1584
newnode9893468	left interspinalis thoracis	FJ1551M
newnode95491	right interspinalis thoracis	FJ1551
newnode5750924	right interspinales cervicis	FJ1552
newnode1095830	left interspinales cervicis	FJ1552M
newnode4890626	left interspinales lumborum	FJ1550M
newnode2844933	right interspinales lumborum	FJ1550
newnode1803560	lateral lumbar intertransversarius	FJ1547M
newnode1803560	lateral lumbar intertransversarius	FJ1547
newnode8860280	medial lumbar intertransversarius	FJ1548
newnode8860280	medial lumbar intertransversarius	FJ1548M
newnode1040074	pelvis and perineum	FJ1465M
newnode1040074	pelvis and perineum	FJ2553
newnode1040074	pelvis and perineum	FJ2552
newnode1040074	pelvis and perineum	FJ1465
newnode4630704	external anal sphincter	FJ2548
newnode4630704	external anal sphincter	FJ2543
newnode4630704	external anal sphincter	FJ1450M
newnode4630704	external anal sphincter	FJ1450
newnode2024285	right coccygeus	FJ2547
newnode4588722	left coccygeus	FJ1449M
newnode4588722	left coccygeus	FJ2542
newnode9610515	right iliococcygeus	FJ2549
newnode1304691	left iliococcygeus	FJ2544
newnode1304691	left iliococcygeus	FJ1453M
newnode7320425	left puborectalis	FJ2546
newnode7320425	left puborectalis	FJ1458M
newnode3083258	right puborectalis	FJ2551
newnode5083002	right pubococcygeus	FJ2550
newnode5337248	left pubococcygeus	FJ1457M
newnode5337248	left pubococcygeus	FJ2545
newnode9620276	vertebral column	FJ1545M
newnode9620276	vertebral column	FJ1533M
newnode9620276	vertebral column	FJ3338
newnode9620276	vertebral column	FJ3337
newnode9620276	vertebral column	FJ3339
newnode9620276	vertebral column	FJ3334
newnode9620276	vertebral column	FJ1431
newnode9620276	vertebral column	FJ3333
newnode9620276	vertebral column	FJ1551
newnode9620276	vertebral column	FJ3336
newnode9620276	vertebral column	FJ3335
newnode9620276	vertebral column	FJ3330
newnode9620276	vertebral column	FJ3178
newnode9620276	vertebral column	FJ3332
newnode9620276	vertebral column	FJ3331
newnode9620276	vertebral column	FJ1534M
newnode9620276	vertebral column	FJ1522M
newnode9620276	vertebral column	FJ1546M
newnode9620276	vertebral column	FJ3228
newnode9620276	vertebral column	FJ1567
newnode9620276	vertebral column	FJ3227
newnode9620276	vertebral column	FJ3348
newnode9620276	vertebral column	FJ1566
newnode9620276	vertebral column	FJ1569
newnode9620276	vertebral column	FJ3229
newnode9620276	vertebral column	FJ1568
newnode9620276	vertebral column	FJ3345
newnode9620276	vertebral column	FJ1563
newnode9620276	vertebral column	FJ3344
newnode9620276	vertebral column	FJ3226
newnode9620276	vertebral column	FJ3347
newnode9620276	vertebral column	FJ3225
newnode9620276	vertebral column	FJ3346
newnode9620276	vertebral column	FJ1564
newnode9620276	vertebral column	FJ3341
newnode9620276	vertebral column	FJ3340
newnode9620276	vertebral column	FJ3343
newnode9620276	vertebral column	FJ1561
newnode9620276	vertebral column	FJ3342
newnode9620276	vertebral column	FJ1547M
newnode9620276	vertebral column	FJ1535M
newnode9620276	vertebral column	FJ1551M
newnode9620276	vertebral column	FJ3239
newnode9620276	vertebral column	FJ3235
newnode9620276	vertebral column	FJ3234
newnode9620276	vertebral column	FJ3236
newnode9620276	vertebral column	FJ3231
newnode9620276	vertebral column	FJ3230
newnode9620276	vertebral column	FJ3233
newnode9620276	vertebral column	FJ3232
newnode9620276	vertebral column	FJ3251
newnode9620276	vertebral column	FJ1590
newnode9620276	vertebral column	FJ1524M
newnode9620276	vertebral column	FJ1548M
newnode9620276	vertebral column	FJ1431M
newnode9620276	vertebral column	FJ1540M
newnode9620276	vertebral column	FJ1589
newnode9620276	vertebral column	FJ1588
newnode9620276	vertebral column	FJ1585
newnode9620276	vertebral column	FJ3245
newnode9620276	vertebral column	FJ1584
newnode9620276	vertebral column	FJ3248
newnode9620276	vertebral column	FJ3242
newnode9620276	vertebral column	FJ1582
newnode9620276	vertebral column	FJ1525M
newnode9620276	vertebral column	FJ1541M
newnode9620276	vertebral column	FJ1591
newnode9620276	vertebral column	FJ3255
newnode9620276	vertebral column	FJ3254
newnode9620276	vertebral column	FJ1542M
newnode9620276	vertebral column	FJ1538M
newnode9620276	vertebral column	FJ1526M
newnode9620276	vertebral column	FJ1527
newnode9620276	vertebral column	FJ1526
newnode9620276	vertebral column	FJ1528
newnode9620276	vertebral column	FJ1522
newnode9620276	vertebral column	FJ1525
newnode9620276	vertebral column	FJ1524
newnode9620276	vertebral column	FJ1539M
newnode9620276	vertebral column	FJ1543M
newnode9620276	vertebral column	FJ1527M
newnode9620276	vertebral column	FJ1538
newnode9620276	vertebral column	FJ1539
newnode9620276	vertebral column	FJ1534
newnode9620276	vertebral column	FJ1533
newnode9620276	vertebral column	FJ1535
newnode9620276	vertebral column	FJ1528M
newnode9620276	vertebral column	FJ3153
